Country,City,lng,lat
Guatemala,Jalpatagua,-90.0052,14.1364
United States of America,Jefferson City,-92.1759,38.5676
United States of America,Jeffersontown,-85.5701,38.2049
United States of America,Johnston,-71.5202,41.8274
United States of America,Johnston,-93.7234,41.691
Thailand,Kaeng Khoi,100.9967,14.5864
United States of America,Bellaire,-95.4621,29.704
France,Bernay,0.5983,49.0886
India,Bhadreswar,88.35,22.82
United Kingdom of Great Britain and Northern Ireland,Billingham,-1.27,54.61
Germany,Bischofswerda,14.1797,51.1275
Italy,Bisignano,16.2833,39.5167
Bulgaria,Blagoevgrad,23.0897,42.0119
Central African Republic,Bocaranga,15.6408,6.9844
Benin,Bohicon,2.0667,7.2
Philippines,Bontoc,120.9772,17.09
Philippines,Bontoc,124.9667,10.35
France,Bordeaux,-0.58,44.84
Germany,Borna,12.5,51.1167
Germany,Borna,86.6172,25.4373
United States of America,Boulder,-105.2524,40.0248
United Kingdom of Great Britain and Northern Ireland,Bracknell,-0.749,51.416
United States of America,Bradenton,-82.5757,27.4901
India,Brahmapur,84.7941,19.315
United States of America,Brentwood,-73.2522,40.7839
United States of America,Brentwood,0.305,51.62
United States of America,Brentwood,-79.9757,40.3734
United States of America,Brentwood,-121.719,37.9356
United States of America,Brentwood,-86.7758,35.9918
Poland,Brodnica,19.3956,53.2597
Japan,Hino,139.3951,35.6713
Japan,Hino,136.246,35.018
Japan,Hiratsuka,139.35,35.3167
United States of America,Holland,-86.0984,42.7677
United States of America,Homestead,-80.4472,25.4665
United Kingdom of Great Britain and Northern Ireland,Honiton,-3.19,50.8
Denmark,Horsens,9.85,55.8583
Thailand,Huai Yot,99.6347,7.7894
Bolivia (Plurinational State of),Huanuni,-66.8383,-18.29
Germany,Hungen,8.9,50.4667
Japan,Ichikawa,139.9311,35.7219
Japan,Ichikawa,134.7633,34.9893
India,Ilampillai,78.0068,11.6066
Japan,Goshogawara,140.4401,40.808
United States of America,Grafton,-71.6838,42.2085
United States of America,Grafton,-87.948,43.3204
United States of America,Grafton,152.9333,-29.6833
Canada,Granby,-72.7333,45.4
Canada,Granby,-72.8346,41.9694
Spain,Granollers,2.2889,41.6083
Australia,Griffith,146.04,-34.29
Australia,Griffith,-87.4239,41.5277
Germany,Grimmen,13.0414,54.11
Brazil,Guarapari,-40.5,-20.65
Venezuela (Bolivarian Republic of),Guasdualito,-70.7292,7.2467
Gambia,Gunjur,-16.7667,13.1833
United States of America,Gurnee,-87.9392,42.3708
Japan,Hachinohe,141.4884,40.5123
United States of America,Hacienda Heights,-117.9727,33.997
Belgium,Hasselt,5.3385,50.9305
Germany,Hauzenberg,13.6333,48.65
Germany,Heilbad Heiligenstadt,10.1386,51.3789
Germany,Helmstedt,11.0106,52.2281
United States of America,Hermosa Beach,-118.3962,33.8653
United States of America,Imperial Beach,-117.118,32.5693
Japan,Inazawa,136.7969,35.2647
Germany,Isselburg,6.4667,51.8331
Brazil,Itaocara,-42.0819,-21.6789
Brazil,Itaquaquecetuba,-46.3486,-23.4864
Mexico,Jamay,-102.7097,20.2944
China,Jilin,126.5481,43.8519
Russian Federation,Shelekhov,104.1167,52.2167
Kenya,Siaya,34.2833,0.0667
India,Sidhi,81.88,24.42
Poland,Siedlce,22.2714,52.165
Bulgaria,Silistra,27.2606,44.1172
Turkey,Silivri,28.2478,41.0736
Romania,Sinaia,25.5514,45.35
Australia,Singleton,151.1697,-32.5667
Colombia,Sitionuevo,-74.7167,10.7833
United Kingdom of Great Britain and Northern Ireland,Sleaford,-0.413,52.996
Russian Federation,Snezhnogorsk,33.2333,69.2
Russian Federation,Kashira,38.1667,54.8333
Russian Federation,Kaspiyskiy,47.3658,45.3908
Namibia,Katima Mulilo,24.275,-17.5039
Japan,Katsuura,140.3167,35.15
United States of America,Kearney,-99.0833,40.7011
United States of America,Kearney,-94.3599,39.355
United Kingdom of Great Britain and Northern Ireland,Kenilworth,-1.566,52.341
India,Kanigiri,79.5167,15.4
Russian Federation,Karachev,34.9667,53.1167
Zimbabwe,Kariba,28.8,-16.5167
Russian Federation,Kartaly,60.65,53.05
Sudan,Khartoum,32.56,15.5006
United Republic of Tanzania,Kibiti,38.95,-7.7296
United States of America,Kingman,-114.0105,35.217
Russian Federation,Kislovodsk,42.7167,43.9167
Malaysia,Kluang,103.3194,2.0336
Japan,Kobayashi,130.9517,31.9944
Russian Federation,Kostroma,40.9269,57.7681
Czechia,Tabor,15.0047,46.2108
Philippines,Tagoloan,124.75,8.5333
Philippines,Tagoloan,124.2667,8.1333
Philippines,Tagoloan,124.4392,8.1092
Philippines,Tagum,125.8078,7.4478
India,Talipparamba,75.3601,12.0368
Latvia,Talsi,22.5867,57.2444
Italy,Taormina,15.2857,37.8518
Mexico,Tapachula,-92.2667,14.9
Russian Federation,Tara,74.3667,56.8833
Turkey,Tarsus,34.8951,36.9165
United States of America,Napa,-122.301,38.2975
India,Navalgund,75.37,15.57
Russian Federation,Nerchinsk,116.5556,51.9944
Germany,Nettetal,6.2833,51.3167
Germany,Neutraubling,12.1953,48.9936
United States of America,New City,-73.9912,41.1542
Mali,Nioro,-9.55,15.1833
Japan,Nishiwaki,134.9722,34.9903
Russian Federation,Nizhneudinsk,99.0,54.9333
Russian Federation,Novozybkov,31.9333,52.5333
Ecuador,Nueva Loja,-76.8828,0.0847
Nigeria,Numan,11.8367,9.4536
Japan,Oga,139.8476,39.8868
Netherlands,Oirschot,5.3,51.5
United Kingdom of Great Britain and Northern Ireland,Maidstone,0.529,51.272
India,Maksi,76.1457,23.26
United States of America,Manassas Park,-77.4429,38.7709
India,Mandi,76.92,31.72
India,Manglaur,77.87,29.8
Pakistan,Mansehra,73.2014,34.3339
Ecuador,Manta,-80.7162,-0.95
Ecuador,Manta,1.1056,10.3564
Philippines,Mapandan,120.454,16.026
United States of America,Maple Grove,-93.4626,45.1089
Dominican Republic,Villa Altagracia,-70.1667,18.6667
Spain,Villarrobledo,-2.6,39.2667
France,Vitrolles,5.2486,43.46
Russian Federation,Volodarsk,43.1833,56.2167
Brazil,Votorantim,-47.4378,-23.5469
Russian Federation,Vsevolozhsk,30.6667,60.0333
Russian Federation,Vysokovsk,36.55,56.3167
United States of America,Walnut,-117.8593,34.0334
United States of America,Weirton,-80.5671,40.406
Japan,Susaki,133.2931,33.3925
Portugal,Lamego,-7.81,41.1008
China,Langfang,116.7006,39.5196
Germany,Langwedel,9.1732,52.9999
Italy,Latisana,13.1167,45.7833
Germany,Lauchhammer,13.8,51.5
Canada,Leamington,-82.5833,42.0667
Chile,Lebu,-73.6667,-37.6
Poland,Legionowo,20.8833,52.4
Brazil,Leticia,-69.9333,-4.2167
Ukraine,Letychiv,27.6167,49.3833
United States of America,Lewisburg,-86.7901,35.451
United Kingdom of Great Britain and Northern Ireland,Leyland,-2.697,53.692
Brazil,Limeira,-47.4019,-22.565
Brazil,Limoeiro,-35.45,-7.875
United States of America,Lincolnton,-81.2386,35.4748
France,Lisieux,0.23,49.15
United States of America,Lockport,-88.0293,41.5906
United States of America,Lockport,-78.6956,43.1698
United States of America,Longmont,-105.1005,40.1686
United States of America,Longwood,-81.3487,28.7014
Russian Federation,Luga,29.8167,58.7333
Poland,Kozienice,21.5667,51.5833
Russian Federation,Krasnoslobodsk,44.5667,48.7
Russian Federation,Krasnoslobodsk,43.8,54.4333
Malaysia,Kuala Lumpur,101.6953,3.1478
Russian Federation,Kukmor,50.8944,56.1855
United States of America,Kuna,-116.3933,43.488
Finland,Kurikka,22.4,62.6167
Thailand,Kut Chap,102.5646,17.4262
Guatemala,La Esperanza,-88.1833,14.3
Guatemala,La Esperanza,-91.5619,14.8719
Guatemala,La Esperanza,-73.3358,7.6392
United States of America,La Marque,-94.9941,29.3683
Ecuador,La Troncal,-79.33,-2.4
Madagascar,Mahanoro,48.8,-19.9
Ukraine,Makariv,29.8072,50.4648
Indonesia,Manado,124.8413,1.4931
Brazil,Manhumirim,-41.9578,-20.3578
Cameroon,Manjo,9.8167,4.85
United States of America,Mankato,-93.9772,44.1715
Philippines,Mansalay,121.4385,12.5204
India,Manthani,79.6667,18.65
United Republic of Tanzania,Manyoni,34.8333,-5.75
Trinidad and Tobago,Marabella,-61.45,10.3
Italy,Maranello,10.8667,44.5333
South Africa,Margate,-80.2119,26.2466
South Africa,Margate,1.3838,51.385
South Africa,Margate,30.3667,-30.85
Spain,Arrecife,-13.5506,28.9625
Eritrea,Asmara,38.925,15.3228
Netherlands,Asten,5.75,51.4
Brazil,Astolfo Dutra,-42.8619,-21.315
United States of America,Austin,-97.7522,30.3005
United States of America,Austin,-92.9784,43.6721
United States of America,Avondale,-112.3235,33.3873
Russian Federation,Azov,39.4167,47.1
Germany,Backnang,9.4306,48.9464
Germany,Bad Homburg,8.6,50.2167
Germany,Bad Nauheim,8.75,50.3667
Germany,Bad Wurzach,9.8994,47.9094
United States of America,Altadena,-118.1346,34.1927
Germany,Altusried,10.2167,47.8
Germany,Alzey,8.1153,49.7458
Brazil,Ananindeua,-48.3719,-1.3658
Russian Federation,Anna,-96.5508,33.3472
Chile,Arica,-70.3167,-18.4667
United States of America,Ypsilanti,-83.6208,42.244
China,Yulin,110.1507,22.6293
,Zanzibar,39.199,-6.165
Russian Federation,Zelenogradsk,20.4833,54.9667
Russian Federation,Zhirnovsk,44.7833,50.9833
Ethiopia,Debre Birhan,39.5333,9.6833
United States of America,Dedham,-71.1777,42.2467
Germany,Delmenhorst,8.6317,53.0506
Pakistan,Dera Ghazi Khan,70.64,30.0331
United States of America,Des Moines,-93.6105,41.5725
United States of America,Des Moines,-122.3156,47.3914
Thailand,Det Udom,105.0784,14.906
India,Dhone,77.872,15.396
France,Dinan,-2.0503,48.4556
United States of America,Dix Hills,-73.3375,40.8033
Netherlands,Doetinchem,6.3,51.9667
France,Dole,5.4906,47.0931
,Domoni,44.5303,-12.2586
Brazil,Umuarama,-53.325,-23.7658
Brazil,Utinga,-41.0939,-12.0819
Russian Federation,Uzlovaya,38.1667,53.9833
Sweden,Vallentuna,18.0833,59.5333
Romania,Videle,25.5333,44.2833
United Kingdom of Great Britain and Northern Ireland,Wellingborough,-0.6964,52.2939
United States of America,Wenatchee,-120.3295,47.436
United States of America,West Orange,-74.2628,40.7893
United States of America,West Warwick,-71.5157,41.6986
United Kingdom of Great Britain and Northern Ireland,Whitley Bay,-1.4443,55.0456
United States of America,Woodmere,-73.7219,40.6375
United States of America,Woodmere,-90.0751,29.8493
China,Xichang,102.2706,27.8983
Japan,Yaita,139.9241,36.8067
Guatemala,Villa Canales,-90.534,14.4816
Italy,Villabate,13.45,38.0833
Italy,Vinci,10.9167,43.7833
Serbia,Vlasotince,22.1333,42.9667
Italy,Volpiano,7.7833,45.2
Russian Federation,Vorkuta,64.0333,67.5
Germany,Weimar,11.3167,50.9833
Australia,Townsville,146.8167,-19.25
Italy,Tradate,8.9167,45.7
Thailand,Trat,102.5125,12.2417
Austria,Traun,14.2397,48.2217
Italy,Tricase,18.3667,39.9333
United States of America,Tumwater,-122.9175,46.9891
India,Turuvekere,76.6664,13.1637
India,Udalguri,92.1021,26.7537
China,Yongzhou,111.5953,26.4515
Russian Federation,Zainsk,52.0167,55.3
Russian Federation,Zapolyarnyy,30.8,69.4167
Poland,Zdzieszowice,18.1236,50.4192
China,Zhoucun,115.4829,37.4509
Germany,Zschopau,13.0667,50.75
Netherlands,Zutphen,6.195,52.14
Ukraine,Zvenyhorodka,30.9667,49.0833
Republic of Moldova,Soroca,28.3,48.1667
Russian Federation,Sosnogorsk,53.9,63.6
United States of America,South Yarmouth,-70.2005,41.6692
United States of America,Southbury,-73.2329,41.4745
Russian Federation,Sovetskiy,63.5842,61.3614
United States of America,Spanish Lake,-90.2077,38.7884
Germany,Stade,9.4764,53.6008
Ukraine,Sudak,34.9725,44.8514
Egypt,Suez,32.55,29.9667
Peru,Sullana,-80.6833,-4.9
United States of America,San Angelo,-100.4504,31.4424
Italy,San Cataldo,13.9833,37.4833
Italy,San Giovanni Rotondo,15.7333,41.7
Philippines,San Pedro,121.0583,14.3583
Philippines,San Pedro,-102.9831,25.7578
Philippines,San Pedro,-84.047,9.9332
Philippines,San Pedro,-59.6669,-33.6794
Philippines,San Pedro,-64.87,-24.2196
Philippines,San Pedro,-76.2292,4.0
Philippines,San Pedro,-74.7167,8.7333
Philippines,San Pedro,-87.9611,17.9214
Philippines,San Pedro,-71.4558,-33.8944
Brazil,Santa Helena,-45.3,-2.2308
Brazil,Santa Helena,-54.3328,-24.86
Portugal,Santo Tirso,-8.4667,41.3333
India,Rudarpur,79.3972,28.9708
Pakistan,Sahiwal,73.1083,30.6611
Indonesia,Salatiga,110.5444,-7.3247
Belarus,Salihorsk,27.5333,52.8
Italy,Salsomaggiore Terme,9.9796,44.8148
Botswana,Ramotswa,25.8167,-24.8667
Iran (Islamic Republic of),Rasht,49.5831,37.2808
Iran (Islamic Republic of),Rasht,70.3833,39.0167
Germany,Ratingen,6.85,51.3
Switzerland,Regensdorf,8.4667,47.4333
Germany,Regenstauf,12.1283,49.1236
Canada,Regina,-104.6067,50.4547
Germany,Remagen,7.2306,50.5786
Brazil,Resende,-44.4469,-22.4689
Brazil,Resende,-7.964,41.106
United States of America,Richmond West,-80.4297,25.6105
United States of America,Ridgeland,-90.1481,32.4236
Germany,Rinteln,9.0814,52.1906
United States of America,Rocky Mount,-77.804,35.9685
United States of America,Rocky River,-81.8525,41.4702
Netherlands,Roermond,5.9833,51.2
Romania,Roman,26.93,46.93
United States of America,Rossville,-76.4767,39.3572
Germany,Roth,11.0911,49.2461
Germany,Sassenberg,8.0408,51.9897
India,Sattenapalle,80.1497,16.3962
Germany,Schmallenberg,8.2845,51.149
Russian Federation,Segezha,34.3167,63.7333
Slovakia,Senec,17.3997,48.2189
Indonesia,Sepatan,106.5784,-6.1143
Russian Federation,Serdobsk,44.2,52.4667
United States of America,Severna Park,-76.5687,39.087
Italy,Sarno,14.6167,40.8167
Romania,Satu Mare,22.89,47.79
India,Sausar,78.78,21.65
Germany,Schwandorf,12.11,49.3283
Germany,Schwarzenbek,10.4792,53.5042
Brazil,Senador Pompeu,-39.3719,-5.5878
Zambia,Senanga,23.2667,-16.1167
United Kingdom of Great Britain and Northern Ireland,Sevenoaks,0.1874,51.2781
France,Seynod,6.0961,45.8889
Ghana,Shama,-1.6333,5.0167
Russian Federation,Abdulino,53.6333,53.6667
United Arab Emirates,Abu Dhabi,54.3667,24.4667
Mexico,Acayucan,-94.9103,17.9422
Nicaragua,Acoyapa,-85.1719,11.9708
United States of America,Addison,-88.0085,41.9313
United States of America,Addison,-96.8355,32.959
United States of America,Agoura Hills,-118.7609,34.151
Colombia,Aguachica,-73.6333,8.3167
United States of America,Alamo,-98.1177,26.181
United States of America,Alamo,-122.0136,37.8548
United States of America,Albemarle,-80.1915,35.3594
Spain,Albolote,-3.6569,37.2306
Algeria,Algiers,3.0589,36.7539
Nigeria,Asaba,6.75,6.1833
Italy,Assisi,12.6175,43.0758
Germany,Bad Lauterberg,10.4706,51.6317
Germany,Bad Schwartau,10.6975,53.9194
Italy,Badia Polesine,11.5,45.1
Cameroon,Bafoussam,10.4167,5.4667
Canada,Amherstburg,-83.0833,42.1
Switzerland,Amriswil,9.3,47.55
,Anacortes,-122.6292,48.4878
China,Ankang,109.0235,32.6877
Pakistan,Arifwala,73.0561,30.2981
United States of America,Alpine,-116.7585,32.8439
United States of America,Alpine,-111.7724,40.4629
United States of America,Apex,-78.8743,35.7237
United States of America,Arcata,-124.0758,40.8615
Italy,Arese,9.0667,45.55
Niger,Arlit,7.3833,18.7333
Angola,Ondjiva,15.7333,-17.0667
Finland,Orimattila,25.7333,60.8042
Italy,Orzinuovi,9.9333,45.4
Peru,Otuzco,-78.5833,-7.9
United Kingdom of Great Britain and Northern Ireland,Paignton,-3.5625,50.4353
Italy,Palagiano,17.05,40.5833
United States of America,Palo Alto,-122.1468,37.3905
India,Pandharpur,75.3278,17.6778
Canada,Parksville,-124.312,49.315
United States of America,Parlier,-119.5434,36.6087
Brazil,Parnamirim,-35.25,-5.9167
Brazil,Parnamirim,-39.5778,-8.0908
United States of America,Parole,-76.5518,38.9863
Italy,Patti,74.86,31.28
Italy,Patti,14.9648,38.1389
Guatemala,Patulul,-91.1667,14.4167
United States of America,Payson,-111.739,40.0355
United States of America,Payson,-111.3195,34.2433
Brazil,Pedreira,-46.9014,-22.7419
Spain,Balaguer,0.8056,41.7904
Indonesia,Banjar,108.5333,-7.3667
,Banjul,-16.5775,13.4531
India,Bargarh,83.6167,21.3333
Colombia,Barrancabermeja,-73.85,7.0667
Ukraine,Basarabeasca,28.9614,46.3336
United Kingdom of Great Britain and Northern Ireland,Batley,-1.6356,53.7167
Latvia,Bauska,24.1931,56.4083
United States of America,Beecher,-83.7039,43.0903
United States of America,Berkley,-83.1853,42.4986
United States of America,Berkley,-105.0281,39.8045
India,Biaora,76.9112,23.9163
United Kingdom of Great Britain and Northern Ireland,Bicester,-1.15,51.9
Côte d'Ivoire,Bingerville,-3.9,5.35
United States of America,Brooklyn Center,-93.3162,45.0681
Hungary,Budakeszi,18.9281,47.5123
Colombia,Buenaventura,-77.0267,3.8772
Turkey,Burhaniye,26.95,39.5
United Kingdom of Great Britain and Northern Ireland,Burntwood,-1.92,52.6831
Mexico,Cabo San Lucas,-109.9156,22.8897
Cuba,Campechuela,-77.2792,20.2333
Canada,Canmore,-115.359,51.089
Italy,Carate Brianza,9.1833,45.7667
Brazil,Caratinga,-42.1389,-19.79
Spain,Castelldefels,1.9767,41.28
Italy,Cave,12.9333,41.8167
France,Cayenne,-52.33,4.933
Italy,Cazzago San Martino,10.0258,45.5817
United States of America,Centralia,-122.9696,46.7223
United States of America,Centralia,-89.1232,38.5224
El Salvador,Chalchuapa,-89.6833,13.9833
India,Challapalle,80.9314,16.1175
Russian Federation,Chaltyr,39.4823,47.2848
Czechia,Blansko,16.6431,49.3631
Germany,Blieskastel,7.25,49.2333
Indonesia,Bogor,106.7972,-6.5966
Brazil,Borborema,-49.0739,-21.62
Russian Federation,Borzya,116.5167,50.3833
United States of America,Bowling Green,-86.4378,36.9716
United States of America,Bowling Green,-83.6495,41.3776
Germany,Bremen,8.8,53.0833
Germany,Bremerhaven,8.5833,53.55
Central African Republic,Bria,21.9919,6.5369
Germany,Brilon,8.5678,51.3956
India,Narasaraopet,80.07,16.25
Pakistan,Naushahro Firoz,68.1228,26.8422
Russian Federation,Navashino,42.2,55.55
Japan,Nayoro,142.4632,44.3559
New Zealand,Nelson,173.2839,-41.2708
New Zealand,Nelson,-2.218,53.8346
New Zealand,Nelson,-117.2833,49.5
Russian Federation,Nerekhta,40.5833,57.45
France,Nevers,3.1572,46.9933
,New York,-73.9249,40.6943
United States of America,Newnan,-84.7761,33.3767
United Republic of Tanzania,Ngerengere,38.1167,-6.75
Niger,Niamey,2.1175,13.515
South Africa,Nigel,28.4683,-26.4203
Japan,Niimi,133.4731,34.9739
India,Nilanga,76.7525,18.1161
Russian Federation,Nizhniy Novgorod,44.0075,56.3269
Russian Federation,Nogliki,143.1667,51.8333
Thailand,Nonthaburi,100.5167,13.8667
Philippines,Norala,124.6667,6.55
Germany,Nordstemmen,9.7839,52.1605
United States of America,Norfolk,-76.259,36.8945
United States of America,Norfolk,-97.4217,42.0324
United States of America,Norfolk,-71.3295,42.1163
United States of America,North Bellmore,-73.539,40.6904
United States of America,North Valley Stream,-73.7077,40.684
Serbia,Novi Pazar,20.5167,43.15
Serbia,Novi Pazar,27.2,43.35
Russian Federation,Novoaleksandrovsk,41.2333,45.5
Uruguay,Nueva Helvecia,-57.2,-34.2833
United Kingdom of Great Britain and Northern Ireland,Nuneaton,-1.468,52.523
Japan,Obanazawa,140.4,38.6
Russian Federation,Oktyabrsk,48.6667,53.1667
Russian Federation,Mozdok,44.7,43.7333
Russian Federation,Mozhga,52.2167,56.45
Zambia,Mumbwa,27.0619,-14.9853
India,Mundgod,75.0366,14.9714
Russian Federation,Murom,42.0333,55.5667
Switzerland,Muttenz,7.65,47.5167
India,Muttupet,79.4935,10.395
France,Nancy,6.1846,48.6936
France,Chaumont,5.1389,48.1117
United States of America,Chicago Ridge,-87.7795,41.7034
United States of America,Chico,-121.8161,39.7578
India,Chittaurgarh,74.6239,24.8894
Zambia,Choma,26.9922,-16.7711
Peru,Chosica,-76.6972,-11.9361
United States of America,Cicero,-87.7593,41.8445
United States of America,Cicero,-76.0662,43.1662
United States of America,Commerce City,-104.843,39.8641
Belgium,Aarschot,4.8333,50.9842
Japan,Abashiri,144.2667,44.0167
United States of America,Abington,-75.1146,40.1108
United States of America,Abington,-70.959,42.118
Italy,Adrano,14.8333,37.6667
Germany,Aerzen,9.2638,52.0496
United States of America,Agawam,-72.6526,42.0657
Italy,Agliana,11.0,43.9
Turkmenistan,Akdepe,59.4,42.05
Turkey,Akhisar,27.8333,38.9167
United States of America,Albany,-73.7987,42.6664
United States of America,Albany,-122.3018,37.8897
United States of America,Albany,-84.1762,31.5776
United States of America,Albany,-123.0965,44.6272
United States of America,Albany,117.8814,-35.0228
United States of America,Albuquerque,-106.6465,35.1054
,Alcudia,3.1192,39.8525
Germany,Alfter,7.0092,50.7356
United States of America,Canyon Lake,-98.2611,29.8761
United States of America,Canyon Lake,-117.2621,33.6885
Italy,Cardito,14.3,40.95
Italy,Casale Monferrato,8.4583,45.1342
Peru,Casma,-78.3106,-9.4742
Italy,Castellaneta,16.9333,40.6333
Chile,Castro,-50.0119,-24.7908
Chile,Castro,-73.8,-42.4667
Peru,Catacaos,-80.675,-5.2653
United States of America,Catonsville,-76.7424,39.2646
United States of America,Celina,-96.7941,33.3154
United States of America,Celina,-84.5626,40.555
